val_loss,loss
"[3.3865876260556673, 2.6411651080114797, 2.336611713233747, 2.203051737526007, 2.103175236990577, 2.269475903427392, 2.0422086898694958, 1.9302164896538383, 2.198626096834216, 1.903460066569479, 1.8133142412754528, 1.7990731753801044, 1.948221521942239, 1.8844616031437589, 1.7690863515201367, 1.71209846410835, 1.6546214601972646, 1.7148280446989494, 1.6869337966567592, 1.6037517189979553, 1.6741966897981209, 1.5703917360096646, 1.7335882479684395, 1.5081475792746795, 1.5910233274886483, 1.6132945355616117, 1.4894008730587207, 1.5206834496113293, 1.7095681245912586, 1.5600117180953945, 1.8579133717637313, 1.4859574011020493, 2.30386213932121, 1.7593875679007747, 1.663683621768366, 1.5745890093477148, 1.6455716354805126, 1.4664181243432195, 1.6340952424103754, 1.4364017784072642, 1.5500737376380385, 1.3850045248604657, 1.469544521026444, 1.4687445367637433, 1.4096097041640365, 1.3526833083545953, 1.5436937929245464, 1.5132544932135366, 1.3482473304397182, 4.061629364365025, 1.6448870416273151, 1.5229710058162087, 1.4520716682860726, 1.5053115194303948, 1.4418620665868123, 1.5061451939114354, 1.3965100023830146, 1.5310776385298945, 1.4065646727879841, 1.4619147563189792, 1.5053962437730086, 1.3816837736389094, 1.33665717536943, 1.490878175748022, 1.3915035063237475, 1.357634223866881, 1.3882514057975066, 1.9224217915744113, 1.2940687728032731, 1.3353274062014462, 1.3028063873449962, 1.4633725201874448, 1.3371918980489697, 1.332884045546515, 1.3551111200399566, 1.295166849828603, 1.3914040123161517, 1.2884277732748735, 1.3069815342886406, 1.4088304816630848, 1.4044487617517774, 1.3386233412382895, 1.3290483253566843, 1.2666536875461276, 1.3371355747967435, 1.2999138954961509, 1.3147639812607514, 1.273866963883241, 1.2721740590375767, 1.304432981892636, 1.298177856625172, 1.3158074481445445, 1.7409566583340628, 1.2773810800230294, 1.3080489970090097, 2.5862489300861693, 1.570239855009213, 1.3556117629795743, 1.265548183991198, 1.2821154790489298, 1.3549295671676334, 1.2489276923108519, 1.4497908866196347]","[5.223206801147436, 2.8528324243465293, 2.484559581189069, 2.2985586347489018, 2.17899752907754, 2.0950550589490757, 2.0249841266129422, 1.9620761841466268, 1.9069753504678217, 1.8680934733058248, 1.8416756932517566, 1.80943456272082, 1.7793753181217957, 1.7546349553292842, 1.7366866507035525, 1.7099631551539631, 1.6904244988601411, 1.679680371246324, 1.6645812939599234, 1.6423077482240878, 1.614040746699427, 1.5953215256995315, 1.5767073764930413, 1.5620157061131716, 1.5490008039377536, 1.5332633142060832, 1.547404930526998, 1.5183370889333008, 1.66333184072361, 1.5003057262993469, 1.4993052959673443, 1.4782276177459952, 1.551190612716226, 1.6878970405462914, 1.5306654489892153, 1.4790904399296578, 1.4707799988935741, 1.4425700497480376, 1.4366707901675932, 1.445819012928048, 1.4249420912968225, 1.4152528014940464, 1.5946834036993274, 1.4387462267553321, 1.4075777176265265, 1.3913906640777758, 1.3812576053121883, 1.3719107275711997, 1.3600478363407738, 1.4332297207314617, 1.8109669803095227, 1.5275839385101646, 1.4773193035029826, 1.449919629442772, 1.4365506535112755, 1.427716017520925, 1.4135154063800703, 1.4036504660744828, 1.4264676306934823, 1.3887795287034255, 1.4812291193653015, 1.3758866179547602, 1.3553900763032891, 1.3536813468248623, 1.358046796705781, 1.3396258298984358, 1.3382447090779443, 1.352658641501972, 1.344938002135027, 1.332756187344344, 1.3165655047668052, 1.3165698959562602, 1.3218116117199477, 1.3539168858280273, 1.3312070795595854, 1.3004469690401215, 1.3024762055889747, 1.3602329329193057, 1.351016163164475, 1.3632950012323788, 1.2918885366805701, 1.3338710698585006, 1.2885754730593948, 1.2807497139010424, 1.292269613866635, 1.444525013510288, 1.2927975361434427, 1.2991998013700394, 1.3341627880200535, 1.28107001416605, 1.2846619111950948, 1.282013200566578, 1.2838540075499436, 1.27127795679799, 1.3838074954699517, 1.4014431743066982, 1.3601966019348244, 1.341628451531117, 1.3336399937146375, 1.3131223848759022, 1.3328149074389466, 1.3277926923101808, 1.3243161143793947]"
